module,type,obj,line,column,endLine,endColumn,path,symbol,message,message-id
116,convention,sort_array,1,0,1.0,14.0,sample_data/GPT_4_Simple_Prompt/Dataset/116.py,missing-function-docstring,Missing function or method docstring,C0116
66,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/66.py,missing-module-docstring,Missing module docstring,C0114
66,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/66.py,invalid-name,"Module name ""66"" doesn't conform to snake_case naming style",C0103
66,convention,digitSum,1,0,1.0,12.0,sample_data/GPT_4_Simple_Prompt/Dataset/66.py,missing-function-docstring,Missing function or method docstring,C0116
66,convention,digitSum,1,0,1.0,12.0,sample_data/GPT_4_Simple_Prompt/Dataset/66.py,invalid-name,"Function name ""digitSum"" doesn't conform to snake_case naming style",C0103
36,convention,,3,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/36.py,line-too-long,Line too long (107/100),C0301
36,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/36.py,missing-module-docstring,Missing module docstring,C0114
36,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/36.py,invalid-name,"Module name ""36"" doesn't conform to snake_case naming style",C0103
47,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/47.py,missing-module-docstring,Missing module docstring,C0114
47,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/47.py,invalid-name,"Module name ""47"" doesn't conform to snake_case naming style",C0103
47,refactor,median,10,4,13.0,27.0,sample_data/GPT_4_Simple_Prompt/Dataset/47.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
16,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/16.py,missing-module-docstring,Missing module docstring,C0114
16,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/16.py,invalid-name,"Module name ""16"" doesn't conform to snake_case naming style",C0103
16,convention,count_distinct_characters,1,0,1.0,29.0,sample_data/GPT_4_Simple_Prompt/Dataset/16.py,missing-function-docstring,Missing function or method docstring,C0116
63,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/63.py,missing-module-docstring,Missing module docstring,C0114
63,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/63.py,invalid-name,"Module name ""63"" doesn't conform to snake_case naming style",C0103
63,convention,fibfib,1,0,1.0,10.0,sample_data/GPT_4_Simple_Prompt/Dataset/63.py,missing-function-docstring,Missing function or method docstring,C0116
63,refactor,fibfib,2,4,10.0,20.0,sample_data/GPT_4_Simple_Prompt/Dataset/63.py,no-else-return,"Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif""",R1705
63,refactor,fibfib,2,7,2.0,23.0,sample_data/GPT_4_Simple_Prompt/Dataset/63.py,consider-using-in,"Consider merging these comparisons with 'in' by using 'n in (0, 1)'. Use a set instead if elements are hashable.",R1714
26,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/26.py,missing-module-docstring,Missing module docstring,C0114
26,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/26.py,invalid-name,"Module name ""26"" doesn't conform to snake_case naming style",C0103
26,convention,remove_duplicates,1,0,1.0,21.0,sample_data/GPT_4_Simple_Prompt/Dataset/26.py,missing-function-docstring,Missing function or method docstring,C0116
26,error,remove_duplicates,1,31,1.0,35.0,sample_data/GPT_4_Simple_Prompt/Dataset/26.py,undefined-variable,Undefined variable 'List',E0602
26,error,remove_duplicates,1,45,1.0,49.0,sample_data/GPT_4_Simple_Prompt/Dataset/26.py,undefined-variable,Undefined variable 'List',E0602
150,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/150.py,missing-module-docstring,Missing module docstring,C0114
150,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/150.py,invalid-name,"Module name ""150"" doesn't conform to snake_case naming style",C0103
150,refactor,x_or_y,18,4,21.0,16.0,sample_data/GPT_4_Simple_Prompt/Dataset/150.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
13,convention,,2,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/13.py,superfluous-parens,Unnecessary parens after 'while' keyword,C0325
13,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/13.py,missing-module-docstring,Missing module docstring,C0114
13,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/13.py,invalid-name,"Module name ""13"" doesn't conform to snake_case naming style",C0103
13,convention,greatest_common_divisor,1,0,1.0,27.0,sample_data/GPT_4_Simple_Prompt/Dataset/13.py,missing-function-docstring,Missing function or method docstring,C0116
161,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/161.py,missing-module-docstring,Missing module docstring,C0114
161,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/161.py,invalid-name,"Module name ""161"" doesn't conform to snake_case naming style",C0103
161,convention,solve,1,0,1.0,9.0,sample_data/GPT_4_Simple_Prompt/Dataset/161.py,missing-function-docstring,Missing function or method docstring,C0116
161,refactor,solve,3,4,7.0,74.0,sample_data/GPT_4_Simple_Prompt/Dataset/161.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
109,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/109.py,missing-module-docstring,Missing module docstring,C0114
109,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/109.py,invalid-name,"Module name ""109"" doesn't conform to snake_case naming style",C0103
109,convention,move_one_ball,1,0,1.0,17.0,sample_data/GPT_4_Simple_Prompt/Dataset/109.py,missing-function-docstring,Missing function or method docstring,C0116
109,warning,move_one_ball,8,8,8.0,9.0,sample_data/GPT_4_Simple_Prompt/Dataset/109.py,unused-variable,Unused variable 'i',W0612
151,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/151.py,missing-module-docstring,Missing module docstring,C0114
151,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/151.py,invalid-name,"Module name ""151"" doesn't conform to snake_case naming style",C0103
151,convention,double_the_difference,1,0,1.0,25.0,sample_data/GPT_4_Simple_Prompt/Dataset/151.py,missing-function-docstring,Missing function or method docstring,C0116
151,refactor,double_the_difference,3,11,3.0,83.0,sample_data/GPT_4_Simple_Prompt/Dataset/151.py,consider-using-generator,"Consider using a generator instead 'sum(i**2 for i in lst if isinstance(i, int) and i >= 0 and i % 2 != 0)'",R1728
130,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/130.py,missing-module-docstring,Missing module docstring,C0114
130,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/130.py,invalid-name,"Module name ""130"" doesn't conform to snake_case naming style",C0103
130,convention,tri,1,0,1.0,7.0,sample_data/GPT_4_Simple_Prompt/Dataset/130.py,missing-function-docstring,Missing function or method docstring,C0116
67,warning,,3,27,,,sample_data/GPT_4_Simple_Prompt/Dataset/67.py,anomalous-backslash-in-string,Anomalous backslash in string: '\d'. String constant might be missing an r prefix.,W1401
67,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/67.py,missing-module-docstring,Missing module docstring,C0114
67,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/67.py,invalid-name,"Module name ""67"" doesn't conform to snake_case naming style",C0103
67,convention,fruit_distribution,2,0,2.0,22.0,sample_data/GPT_4_Simple_Prompt/Dataset/67.py,missing-function-docstring,Missing function or method docstring,C0116
45,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/45.py,missing-module-docstring,Missing module docstring,C0114
45,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/45.py,invalid-name,"Module name ""45"" doesn't conform to snake_case naming style",C0103
88,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/88.py,missing-module-docstring,Missing module docstring,C0114
88,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/88.py,invalid-name,"Module name ""88"" doesn't conform to snake_case naming style",C0103
88,convention,sort_array,1,0,1.0,14.0,sample_data/GPT_4_Simple_Prompt/Dataset/88.py,missing-function-docstring,Missing function or method docstring,C0116
88,refactor,sort_array,2,4,10.0,32.0,sample_data/GPT_4_Simple_Prompt/Dataset/88.py,no-else-return,"Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif""",R1705
88,refactor,sort_array,7,8,10.0,32.0,sample_data/GPT_4_Simple_Prompt/Dataset/88.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
152,convention,,7,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/152.py,line-too-long,Line too long (107/100),C0301
152,convention,,8,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/152.py,line-too-long,Line too long (101/100),C0301
152,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/152.py,missing-module-docstring,Missing module docstring,C0114
152,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/152.py,invalid-name,"Module name ""152"" doesn't conform to snake_case naming style",C0103
15,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/15.py,missing-module-docstring,Missing module docstring,C0114
15,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/15.py,invalid-name,"Module name ""15"" doesn't conform to snake_case naming style",C0103
15,convention,string_sequence,1,0,1.0,19.0,sample_data/GPT_4_Simple_Prompt/Dataset/15.py,missing-function-docstring,Missing function or method docstring,C0116
125,convention,,8,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/125.py,trailing-newlines,Trailing newlines,C0305
125,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/125.py,missing-module-docstring,Missing module docstring,C0114
125,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/125.py,invalid-name,"Module name ""125"" doesn't conform to snake_case naming style",C0103
125,convention,split_words,1,0,1.0,15.0,sample_data/GPT_4_Simple_Prompt/Dataset/125.py,missing-function-docstring,Missing function or method docstring,C0116
125,refactor,split_words,2,4,7.0,68.0,sample_data/GPT_4_Simple_Prompt/Dataset/125.py,no-else-return,"Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif""",R1705
78,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/78.py,missing-module-docstring,Missing module docstring,C0114
78,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/78.py,invalid-name,"Module name ""78"" doesn't conform to snake_case naming style",C0103
145,convention,,4,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/145.py,trailing-newlines,Trailing newlines,C0305
145,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/145.py,missing-module-docstring,Missing module docstring,C0114
145,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/145.py,invalid-name,"Module name ""145"" doesn't conform to snake_case naming style",C0103
145,convention,order_by_points,1,0,1.0,19.0,sample_data/GPT_4_Simple_Prompt/Dataset/145.py,missing-function-docstring,Missing function or method docstring,C0116
157,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/157.py,missing-module-docstring,Missing module docstring,C0114
157,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/157.py,invalid-name,"Module name ""157"" doesn't conform to snake_case naming style",C0103
6,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/6.py,missing-module-docstring,Missing module docstring,C0114
6,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/6.py,invalid-name,"Module name ""6"" doesn't conform to snake_case naming style",C0103
6,convention,parse_nested_parens,1,0,1.0,23.0,sample_data/GPT_4_Simple_Prompt/Dataset/6.py,missing-function-docstring,Missing function or method docstring,C0116
1,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/1.py,missing-module-docstring,Missing module docstring,C0114
1,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/1.py,invalid-name,"Module name ""1"" doesn't conform to snake_case naming style",C0103
1,convention,separate_paren_groups,1,0,1.0,25.0,sample_data/GPT_4_Simple_Prompt/Dataset/1.py,missing-function-docstring,Missing function or method docstring,C0116
1,error,separate_paren_groups,1,48,1.0,52.0,sample_data/GPT_4_Simple_Prompt/Dataset/1.py,undefined-variable,Undefined variable 'List',E0602
46,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/46.py,missing-module-docstring,Missing module docstring,C0114
46,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/46.py,invalid-name,"Module name ""46"" doesn't conform to snake_case naming style",C0103
46,convention,fib4,1,0,1.0,8.0,sample_data/GPT_4_Simple_Prompt/Dataset/46.py,missing-function-docstring,Missing function or method docstring,C0116
162,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/162.py,missing-module-docstring,Missing module docstring,C0114
162,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/162.py,invalid-name,"Module name ""162"" doesn't conform to snake_case naming style",C0103
162,refactor,string_to_md5,9,4,12.0,53.0,sample_data/GPT_4_Simple_Prompt/Dataset/162.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
96,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/96.py,missing-module-docstring,Missing module docstring,C0114
96,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/96.py,invalid-name,"Module name ""96"" doesn't conform to snake_case naming style",C0103
96,convention,count_up_to,1,0,1.0,15.0,sample_data/GPT_4_Simple_Prompt/Dataset/96.py,missing-function-docstring,Missing function or method docstring,C0116
153,convention,,8,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/153.py,line-too-long,Line too long (114/100),C0301
153,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/153.py,missing-module-docstring,Missing module docstring,C0114
153,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/153.py,invalid-name,"Module name ""153"" doesn't conform to snake_case naming style",C0103
153,convention,Strongest_Extension,1,0,1.0,23.0,sample_data/GPT_4_Simple_Prompt/Dataset/153.py,missing-function-docstring,Missing function or method docstring,C0116
153,convention,Strongest_Extension,1,0,1.0,23.0,sample_data/GPT_4_Simple_Prompt/Dataset/153.py,invalid-name,"Function name ""Strongest_Extension"" doesn't conform to snake_case naming style",C0103
153,refactor,Strongest_Extension,4,38,5.0,55.0,sample_data/GPT_4_Simple_Prompt/Dataset/153.py,consider-using-generator,Consider using a generator instead 'sum(1 if ch.isupper() else -1 for ch in ext_name)',R1728
122,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/122.py,missing-module-docstring,Missing module docstring,C0114
122,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/122.py,invalid-name,"Module name ""122"" doesn't conform to snake_case naming style",C0103
122,refactor,add_elements,17,44,17.0,62.0,sample_data/GPT_4_Simple_Prompt/Dataset/122.py,chained-comparison,Simplify chained comparison between the operands,R1716
30,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/30.py,missing-module-docstring,Missing module docstring,C0114
30,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/30.py,invalid-name,"Module name ""30"" doesn't conform to snake_case naming style",C0103
95,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/95.py,missing-module-docstring,Missing module docstring,C0114
95,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/95.py,invalid-name,"Module name ""95"" doesn't conform to snake_case naming style",C0103
95,convention,check_dict_case,1,0,1.0,19.0,sample_data/GPT_4_Simple_Prompt/Dataset/95.py,missing-function-docstring,Missing function or method docstring,C0116
95,warning,check_dict_case,1,20,1.0,24.0,sample_data/GPT_4_Simple_Prompt/Dataset/95.py,redefined-builtin,Redefining built-in 'dict',W0622
83,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/83.py,missing-module-docstring,Missing module docstring,C0114
83,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/83.py,invalid-name,"Module name ""83"" doesn't conform to snake_case naming style",C0103
80,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/80.py,missing-module-docstring,Missing module docstring,C0114
80,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/80.py,invalid-name,"Module name ""80"" doesn't conform to snake_case naming style",C0103
80,convention,is_happy,1,0,1.0,12.0,sample_data/GPT_4_Simple_Prompt/Dataset/80.py,missing-function-docstring,Missing function or method docstring,C0116
80,refactor,is_happy,2,4,7.0,28.0,sample_data/GPT_4_Simple_Prompt/Dataset/80.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
76,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/76.py,missing-module-docstring,Missing module docstring,C0114
76,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/76.py,invalid-name,"Module name ""76"" doesn't conform to snake_case naming style",C0103
76,convention,is_simple_power,1,0,1.0,19.0,sample_data/GPT_4_Simple_Prompt/Dataset/76.py,missing-function-docstring,Missing function or method docstring,C0116
39,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/39.py,missing-module-docstring,Missing module docstring,C0114
39,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/39.py,invalid-name,"Module name ""39"" doesn't conform to snake_case naming style",C0103
39,convention,prime_fib,1,0,1.0,13.0,sample_data/GPT_4_Simple_Prompt/Dataset/39.py,missing-function-docstring,Missing function or method docstring,C0116
39,warning,prime_fib.is_prime,7,12,8.0,27.0,sample_data/GPT_4_Simple_Prompt/Dataset/39.py,useless-else-on-loop,"Else clause on loop without a break statement, remove the else and de-indent all the code inside it",W0120
39,refactor,prime_fib.fibonacci,13,8,18.0,50.0,sample_data/GPT_4_Simple_Prompt/Dataset/39.py,no-else-return,"Unnecessary ""elif"" after ""return"", remove the leading ""el"" from ""elif""",R1705
129,convention,,33,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/129.py,missing-final-newline,Final newline missing,C0304
129,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/129.py,missing-module-docstring,Missing module docstring,C0114
129,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/129.py,invalid-name,"Module name ""129"" doesn't conform to snake_case naming style",C0103
129,convention,minPath,2,0,2.0,11.0,sample_data/GPT_4_Simple_Prompt/Dataset/129.py,missing-function-docstring,Missing function or method docstring,C0116
129,convention,minPath,2,0,2.0,11.0,sample_data/GPT_4_Simple_Prompt/Dataset/129.py,invalid-name,"Function name ""minPath"" doesn't conform to snake_case naming style",C0103
154,convention,,2,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/154.py,line-too-long,Line too long (129/100),C0301
154,convention,,11,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/154.py,missing-final-newline,Final newline missing,C0304
154,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/154.py,missing-module-docstring,Missing module docstring,C0114
154,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/154.py,invalid-name,"Module name ""154"" doesn't conform to snake_case naming style",C0103
21,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/21.py,missing-module-docstring,Missing module docstring,C0114
21,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/21.py,invalid-name,"Module name ""21"" doesn't conform to snake_case naming style",C0103
21,convention,rescale_to_unit,1,0,1.0,19.0,sample_data/GPT_4_Simple_Prompt/Dataset/21.py,missing-function-docstring,Missing function or method docstring,C0116
21,error,rescale_to_unit,1,29,1.0,33.0,sample_data/GPT_4_Simple_Prompt/Dataset/21.py,undefined-variable,Undefined variable 'List',E0602
21,error,rescale_to_unit,1,45,1.0,49.0,sample_data/GPT_4_Simple_Prompt/Dataset/21.py,undefined-variable,Undefined variable 'List',E0602
2,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/2.py,missing-module-docstring,Missing module docstring,C0114
2,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/2.py,invalid-name,"Module name ""2"" doesn't conform to snake_case naming style",C0103
2,convention,truncate_number,1,0,1.0,19.0,sample_data/GPT_4_Simple_Prompt/Dataset/2.py,missing-function-docstring,Missing function or method docstring,C0116
118,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/118.py,missing-module-docstring,Missing module docstring,C0114
118,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/118.py,invalid-name,"Module name ""118"" doesn't conform to snake_case naming style",C0103
118,convention,get_closest_vowel,1,0,1.0,21.0,sample_data/GPT_4_Simple_Prompt/Dataset/118.py,missing-function-docstring,Missing function or method docstring,C0116
143,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/143.py,missing-module-docstring,Missing module docstring,C0114
143,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/143.py,invalid-name,"Module name ""143"" doesn't conform to snake_case naming style",C0103
143,convention,words_in_sentence,1,0,1.0,21.0,sample_data/GPT_4_Simple_Prompt/Dataset/143.py,missing-function-docstring,Missing function or method docstring,C0116
106,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/106.py,missing-module-docstring,Missing module docstring,C0114
106,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/106.py,invalid-name,"Module name ""106"" doesn't conform to snake_case naming style",C0103
106,convention,f,1,0,1.0,5.0,sample_data/GPT_4_Simple_Prompt/Dataset/106.py,missing-function-docstring,Missing function or method docstring,C0116
106,refactor,f.factorial,3,8,6.0,37.0,sample_data/GPT_4_Simple_Prompt/Dataset/106.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
75,convention,,2,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/75.py,line-too-long,Line too long (102/100),C0301
75,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/75.py,missing-module-docstring,Missing module docstring,C0114
75,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/75.py,invalid-name,"Module name ""75"" doesn't conform to snake_case naming style",C0103
75,convention,is_multiply_prime,22,4,26.0,31.0,sample_data/GPT_4_Simple_Prompt/Dataset/75.py,consider-using-enumerate,Consider using enumerate instead of iterating with range and len,C0200
74,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/74.py,missing-module-docstring,Missing module docstring,C0114
74,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/74.py,invalid-name,"Module name ""74"" doesn't conform to snake_case naming style",C0103
74,convention,total_match,1,0,1.0,15.0,sample_data/GPT_4_Simple_Prompt/Dataset/74.py,missing-function-docstring,Missing function or method docstring,C0116
74,refactor,total_match,2,4,5.0,19.0,sample_data/GPT_4_Simple_Prompt/Dataset/74.py,no-else-return,"Unnecessary ""else"" after ""return"", remove the ""else"" and de-indent the code inside it",R1705
56,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/56.py,missing-module-docstring,Missing module docstring,C0114
56,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/56.py,invalid-name,"Module name ""56"" doesn't conform to snake_case naming style",C0103
56,convention,correct_bracketing,1,0,1.0,22.0,sample_data/GPT_4_Simple_Prompt/Dataset/56.py,missing-function-docstring,Missing function or method docstring,C0116
132,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/132.py,missing-module-docstring,Missing module docstring,C0114
132,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/132.py,invalid-name,"Module name ""132"" doesn't conform to snake_case naming style",C0103
132,convention,is_nested,1,0,1.0,13.0,sample_data/GPT_4_Simple_Prompt/Dataset/132.py,missing-function-docstring,Missing function or method docstring,C0116
132,refactor,is_nested,10,11,10.0,35.0,sample_data/GPT_4_Simple_Prompt/Dataset/132.py,simplifiable-if-expression,The if expression can be replaced with 'not test',R1719
10,convention,,21,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/10.py,line-too-long,Line too long (104/100),C0301
10,convention,,23,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/10.py,trailing-newlines,Trailing newlines,C0305
10,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/10.py,missing-module-docstring,Missing module docstring,C0114
10,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/10.py,invalid-name,"Module name ""10"" doesn't conform to snake_case naming style",C0103
10,refactor,make_palindrome,6,0,6.0,19.0,sample_data/GPT_4_Simple_Prompt/Dataset/10.py,inconsistent-return-statements,"Either all return statements in a function should return an expression, or none of them should.",R1710
61,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/61.py,missing-module-docstring,Missing module docstring,C0114
61,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/61.py,invalid-name,"Module name ""61"" doesn't conform to snake_case naming style",C0103
61,convention,correct_bracketing,1,0,1.0,22.0,sample_data/GPT_4_Simple_Prompt/Dataset/61.py,missing-function-docstring,Missing function or method docstring,C0116
149,convention,,6,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/149.py,missing-final-newline,Final newline missing,C0304
149,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/149.py,missing-module-docstring,Missing module docstring,C0114
149,convention,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/149.py,invalid-name,"Module name ""149"" doesn't conform to snake_case naming style",C0103
149,convention,sorted_list_sum,1,0,1.0,19.0,sample_data/GPT_4_Simple_Prompt/Dataset/149.py,missing-function-docstring,Missing function or method docstring,C0116
149,refactor,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/149.py,duplicate-code,"Similar lines in 2 files
==143:[2:9]
==150:[10:17]
        if n < 2:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True
",R0801
149,refactor,,1,0,,,sample_data/GPT_4_Simple_Prompt/Dataset/149.py,duplicate-code,"Similar lines in 2 files
==82:[3:11]
==94:[2:9]
        if n < 2:
            return False
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                return False
        return True

    # Calculate string length",R0801
